Rk,Team,Adj OE,Adj DE,Barthag,Record,Wins,Games,eFG,eFG D.,FT Rate,FT Rate D,TOV%,TOV% D,O Reb%,Op OReb%,Raw T,2P %,2P % D.,3P %,3P % D.,Blk %,Blked %,Ast %,Op Ast %,3P Rate,3P Rate D,Adj. T,Avg Hgt.,Eff. Hgt.,Exp.,PAKE,PASE,Talent,FT%,Op. FT%,PPP Off.,PPP Def.,Elite SOS,Year
11,Kansas,125.8,97.1,0.952,3–2,3,5,57.0,50.7,33.0,25.8,14.6,19.1,30.5,24.4,71.3,56.7,49.5,38.3,35.1,10.3,7.3,52.0,48.5,41.8,37.6,71.8,77.174,80.91,1.763,0.25,-0.35,75.629,80.2,76.3,1.206,1.001,41.058,2017
12,Duke,126.4,97.8,0.95,5–1,5,6,56.0,46.1,44.6,33.4,15.6,15.4,27.4,36.4,70.5,53.8,51.2,39.7,24.0,13.0,6.2,41.1,52.8,37.5,33.7,70.4,78.431,80.697,1.414,-1.01,-1.371,94.782,80.0,78.9,1.173,1.073,49.115,2017
13,Notre Dame,122.9,95.6,0.947,3–2,3,5,50.7,53.4,31.7,26.1,13.3,18.9,25.4,28.9,64.7,49.4,53.8,35.2,35.1,7.1,10.0,49.2,47.3,38.8,34.1,66.3,77.4,79.623,2.068,-0.02,-0.114,65.922,75.0,72.2,1.076,1.073,55.109,2017
14,SMU,127.6,99.4,0.947,3–1,3,4,57.5,47.8,38.3,26.5,17.7,16.1,28.1,32.1,62.1,53.2,47.0,42.9,32.4,9.6,7.3,54.5,44.9,38.3,48.4,63.8,78.474,79.495,1.875,-1.59,-1.079,64.748,72.7,76.3,1.156,1.039,31.982,2017
15,Arizona,126.7,99.1,0.944,5–1,5,6,57.8,50.1,44.5,34.5,14.3,13.0,29.5,23.4,69.0,57.4,53.4,39.0,29.8,8.5,9.1,42.8,49.4,31.3,37.0,69.4,78.741,83.44,1.133,0.02,-0.371,71.921,76.5,76.2,1.211,1.082,41.435,2017
16,Michigan St.,120.2,94.2,0.943,2–2,2,4,52.0,45.9,30.7,33.3,18.1,14.3,33.6,26.1,64.7,55.4,45.3,31.6,31.7,9.4,9.2,58.8,41.3,42.2,28.4,64.5,75.953,78.605,1.115,0.31,0.4,70.413,72.5,78.4,1.097,1.012,42.14,2017
17,Villanova,120.4,94.4,0.943,4–1,4,5,56.7,49.3,34.4,20.0,17.6,21.1,33.6,30.3,63.5,57.1,50.9,37.4,31.0,8.6,9.8,48.1,42.5,39.6,36.4,63.2,77.636,79.413,1.845,-1.57,-2.35,75.837,74.2,54.5,1.181,0.948,32.151,2017
18,Oregon,120.5,94.8,0.94,6–2,6,8,53.5,48.9,36.9,28.2,15.3,14.8,31.5,25.3,67.8,52.2,47.7,37.1,33.9,12.6,9.2,41.2,50.8,36.7,39.5,68.2,77.427,81.033,1.779,1.89,2.136,56.758,73.1,73.7,1.143,1.031,43.852,2017
19,Vermont,113.6,90.4,0.933,3–1,3,4,56.1,42.0,26.2,25.4,12.5,18.6,26.0,27.7,61.8,53.5,45.0,40.5,23.4,13.4,10.6,57.4,41.5,35.7,30.0,63.0,76.783,79.384,1.935,-0.34,-0.25,6.681,65.5,66.7,1.157,0.87,17.871,2017
20,West Virginia,111.2,88.9,0.929,4–2,4,6,46.3,49.1,38.9,38.2,17.8,20.5,36.1,26.0,67.5,41.6,48.0,37.5,33.9,17.2,10.9,53.9,46.7,32.0,36.1,67.5,77.619,80.701,1.953,-0.13,0.464,43.642,66.9,67.2,1.024,0.975,47.203,2017
21,Saint Mary's,118.2,94.9,0.926,3–2,3,5,58.1,45.1,28.2,31.9,18.7,14.1,27.1,25.4,65.3,56.6,45.0,40.2,30.2,8.6,11.9,57.9,30.3,40.2,22.1,64.4,77.576,81.393,1.957,-0.46,0.093,24.566,72.0,78.0,1.112,1.005,37.853,2017
22,Xavier,118.5,96.0,0.919,5–2,5,7,54.4,50.4,37.7,27.9,18.0,16.3,30.3,29.2,65.8,54.3,51.0,36.4,32.9,6.9,8.6,51.9,51.4,35.0,38.6,65.5,78.488,80.22,1.708,2.04,2.393,61.847,69.0,67.9,1.102,1.044,46.419,2017
23,Louisville,121.8,99.3,0.913,1–2,1,3,51.4,54.6,28.1,32.7,12.9,14.4,37.5,23.7,64.8,57.4,50.0,25.0,42.6,14.8,11.6,46.6,44.2,30.3,33.3,68.0,78.3,82.032,1.588,-1.04,-1.371,71.596,65.4,75.5,1.152,1.116,45.014,2017
24,Vanderbilt,106.0,86.6,0.911,2–2,2,4,46.4,45.3,30.2,20.9,15.6,17.5,20.9,24.3,65.3,41.1,46.7,34.5,27.9,10.2,10.7,47.1,37.1,50.2,28.9,66.2,78.27,81.583,1.834,-0.66,-0.6,53.364,83.8,69.4,0.988,0.917,43.863,2017
25,Seton Hall,108.2,88.6,0.909,1–2,1,3,45.6,49.1,29.0,33.9,19.8,15.9,40.9,24.3,67.2,42.3,45.5,37.0,37.5,8.9,13.1,42.7,41.7,25.1,33.3,67.2,77.608,80.545,1.777,-0.56,-0.6,55.205,73.6,75.4,1.022,1.032,50.703,2017
26,Cincinnati,124.9,102.4,0.908,3–2,3,5,50.2,51.8,42.2,30.6,13.4,13.0,35.4,28.0,61.4,50.6,46.7,33.0,40.2,6.5,11.4,38.3,53.3,34.8,37.6,62.4,77.674,80.505,1.72,-0.1,-0.079,72.275,77.2,74.7,1.17,1.118,41.014,2017
27,UCLA,124.8,102.5,0.906,3–2,3,5,55.8,52.4,28.1,31.0,14.0,13.1,25.7,30.1,70.0,58.0,47.5,34.8,40.9,12.5,4.8,65.1,47.1,38.0,35.5,70.4,78.441,82.349,1.438,0.11,0.136,77.967,75.3,70.8,1.149,1.123,44.251,2017
28,Kansas St.,119.9,98.6,0.905,2–2,2,4,55.0,51.2,49.2,38.9,17.3,17.3,24.6,35.7,62.2,56.6,49.2,34.8,36.1,13.3,9.8,53.8,57.0,36.1,39.3,62.9,77.426,80.959,1.595,-0.62,-0.607,45.961,70.2,75.6,1.109,1.117,56.1,2017
29,Purdue,117.2,97.1,0.897,2–2,2,4,54.6,55.6,22.4,28.4,18.2,13.9,28.9,24.8,67.9,53.0,55.7,38.0,36.9,6.4,6.7,67.5,50.9,38.2,42.4,69.8,76.997,81.841,1.555,0.48,0.464,67.524,61.1,69.6,1.058,1.137,53.049,2017
30,Butler,112.6,93.7,0.892,2–2,2,4,53.1,52.3,43.5,37.0,15.4,17.5,18.6,21.9,68.4,54.0,54.4,34.6,32.5,8.1,2.4,55.2,58.4,39.1,37.9,68.1,76.445,79.729,2.01,0.3,0.464,48.146,74.4,66.7,1.049,1.034,41.112,2017
31,Middle Tennessee,119.3,99.3,0.892,4–1,4,5,55.2,48.0,38.9,37.5,13.7,17.8,29.3,25.4,68.6,54.4,46.1,38.1,34.3,7.3,5.9,58.7,61.2,29.2,35.7,67.3,76.761,80.21,2.099,0.26,0.486,17.718,70.5,75.0,1.158,1.004,22.925,2017
32,Oklahoma St.,135.4,114.6,0.872,0–2,0,2,51.4,65.2,24.8,43.8,10.9,10.9,43.2,20.3,69.0,49.0,52.5,38.5,52.8,10.2,13.7,41.5,67.8,27.7,47.3,71.8,76.346,80.027,1.534,-0.92,-0.621,54.425,82.9,77.6,1.261,1.334,58.904,2017
33,Northwestern,116.8,98.9,0.871,3–2,3,5,53.5,50.9,29.1,35.6,19.6,17.8,31.8,29.8,65.2,51.9,47.3,37.9,37.7,7.1,13.8,48.0,46.7,32.5,38.5,66.7,77.838,79.787,1.685,0.38,0.3,54.109,73.1,67.3,1.056,1.062,46.175,2017
34,Arkansas,106.7,90.6,0.868,3–2,3,5,47.7,43.7,27.2,33.8,17.9,20.6,24.6,39.5,72.7,46.7,42.8,33.8,30.3,12.5,10.2,41.7,45.1,26.2,34.4,71.2,76.937,80.513,2.269,0.22,0.3,36.848,78.3,76.6,0.979,0.987,48.468,2017
35,Virginia Tech,124.9,106.5,0.862,1–2,1,3,53.7,50.5,53.4,36.3,16.0,13.1,27.1,40.4,68.8,51.6,47.9,37.9,36.6,4.2,14.7,58.1,53.0,41.0,37.4,68.6,76.574,78.897,1.923,-0.38,-0.6,67.076,79.1,81.2,1.168,1.202,50.002,2017
36,Nevada,117.7,100.5,0.86,3–1,3,4,51.9,51.5,42.1,29.0,14.2,14.9,28.9,23.7,70.4,51.4,51.0,35.1,34.7,11.9,3.6,48.6,48.1,41.3,39.9,71.1,77.499,79.397,1.63,-0.37,-0.514,31.488,74.7,73.9,1.13,1.052,27.504,2017
37,Jacksonville St.,113.4,98.7,0.832,3–1,3,4,58.5,43.4,24.6,19.9,20.3,14.8,31.1,35.8,59.1,53.1,46.6,43.9,25.6,13.0,10.6,55.2,45.1,42.1,38.1,59.1,76.709,80.554,1.785,-0.09,-0.064,4.175,83.3,80.9,1.133,1.027,26.034,2017
38,UNC Wilmington,129.5,113.1,0.826,3–1,3,4,59.5,59.4,46.3,40.8,14.2,15.6,32.8,21.5,68.8,55.6,61.0,43.5,37.7,9.2,11.9,59.1,46.1,40.5,35.3,72.4,75.533,78.114,2.068,-0.33,-0.514,5.2,71.4,69.7,1.254,1.167,24.627,2017
39,Bucknell,110.2,96.5,0.822,3–1,3,4,53.3,42.9,29.5,36.4,16.2,16.5,23.1,32.9,72.6,52.9,43.2,36.0,27.9,11.5,7.1,57.5,43.0,35.7,24.1,71.6,76.237,79.959,1.413,-0.17,-0.25,0.2,70.4,66.3,1.065,0.958,20.045,2017
40,USC,118.5,103.8,0.821,3–2,3,5,51.4,54.3,37.1,23.2,14.0,17.9,30.8,32.0,65.8,52.0,51.1,33.6,40.0,8.2,10.4,56.7,57.4,38.9,36.3,66.2,78.071,81.998,1.068,0.63,0.393,81.237,76.2,79.1,1.128,1.116,43.433,2017
41,Wake Forest,130.0,115.0,0.804,1–2,1,3,57.6,58.5,58.2,56.7,15.1,15.1,25.8,32.3,72.8,55.8,59.3,40.0,37.9,7.1,10.5,50.6,51.7,42.4,33.9,72.4,77.249,81.314,1.395,0.0,0.0,47.009,83.3,74.2,1.237,1.246,30.652,2017
42,Creighton,105.9,94.1,0.796,2–2,2,4,50.9,50.9,29.1,39.9,19.1,20.1,23.2,25.0,70.8,50.3,55.8,34.5,29.2,7.0,9.1,48.0,46.9,37.8,40.8,73.1,77.288,81.778,1.718,-0.91,-1.079,45.608,64.2,75.9,0.979,1.017,47.496,2017
43,Minnesota,115.1,102.7,0.788,1–2,1,3,48.5,50.9,34.1,40.6,14.3,14.3,31.0,33.0,65.4,50.8,52.9,28.3,31.8,8.7,7.3,47.4,57.9,27.1,38.8,69.1,78.278,81.148,1.272,-0.86,-1.114,59.566,81.0,72.5,1.081,1.137,45.72,2017
44,Princeton,107.8,96.2,0.787,2–1,2,3,48.0,45.0,25.4,26.6,13.3,13.8,25.5,28.8,60.1,48.0,44.1,32.0,31.0,9.9,10.2,57.7,47.8,43.4,34.3,60.9,76.812,79.201,2.006,-0.45,-0.514,8.705,79.5,68.9,1.068,0.973,27.903,2017
45,Troy,113.1,101.6,0.774,4–1,4,5,52.7,49.6,39.0,29.9,14.9,18.5,27.3,31.3,65.9,54.9,47.9,32.7,34.8,5.3,12.7,48.8,40.8,37.5,39.9,66.6,76.391,78.877,2.045,-0.1,-0.064,10.042,74.1,69.0,1.129,1.022,20.212,2017
46,East Tennessee St.,111.5,100.2,0.774,3–1,3,4,52.0,47.5,39.8,32.5,18.2,14.9,27.8,31.7,68.9,46.4,46.0,42.9,33.3,17.3,11.9,48.0,46.5,31.7,37.5,70.6,76.657,79.487,2.526,-0.19,-0.25,10.643,77.3,82.1,1.082,1.06,26.482,2017
47,Baylor,115.4,104.0,0.768,2–2,2,4,50.9,56.1,28.8,34.3,20.1,19.0,40.4,26.6,65.9,49.4,54.1,36.8,39.7,11.1,9.7,55.6,55.8,24.5,36.6,66.4,77.785,82.109,1.908,0.28,0.136,43.215,74.6,71.2,1.088,1.103,35.977,2017
48,North Carolina Central,102.6,93.0,0.756,3–1,3,4,48.4,40.9,35.7,28.3,12.2,23.3,31.3,27.3,69.8,49.7,43.3,30.3,24.7,5.7,5.2,53.2,47.6,30.5,37.6,69.4,75.773,78.337,2.859,0.0,0.0,0.2,70.8,78.1,1.088,0.841,3.325,2017
49,Providence,105.1,95.8,0.744,0–2,0,2,51.0,47.3,42.6,54.1,22.7,15.4,23.4,32.9,68.2,53.3,50.0,31.7,28.2,6.9,8.3,55.6,40.4,40.6,35.1,66.3,77.634,79.867,1.474,0.0,0.0,55.541,60.5,66.7,0.945,1.063,38.3,2017
50,VCU,110.4,100.7,0.742,2–2,2,4,46.3,51.2,36.5,46.2,13.3,16.6,34.3,22.5,67.2,45.5,48.9,32.7,37.0,7.9,8.0,44.0,50.5,21.6,34.4,69.8,76.401,78.871,2.26,-0.45,-0.621,42.055,66.7,76.5,1.074,1.053,33.74,2017
51,Iona,119.9,109.4,0.742,3–1,3,4,52.9,50.6,35.0,33.9,14.2,20.3,28.5,46.4,68.3,48.6,48.8,39.6,36.0,11.9,9.7,48.1,38.1,40.0,33.9,69.1,76.03,79.23,1.928,-0.12,-0.164,19.851,84.5,66.3,1.157,1.118,25.351,2017
52,Florida Gulf Coast,108.1,99.5,0.722,3–1,3,4,53.2,46.8,26.9,42.7,15.5,18.0,32.4,28.9,69.3,55.3,49.3,32.5,28.2,10.7,7.1,52.9,59.3,32.8,35.8,66.7,76.896,80.064,1.801,-0.23,-0.164,28.624,72.1,66.7,1.147,0.959,13.748,2017
53,Marquette,122.3,112.7,0.719,0–2,0,2,53.5,53.9,27.2,32.8,19.6,14.0,21.2,36.2,71.4,44.6,53.3,41.4,36.8,8.9,10.7,42.9,53.2,50.9,29.7,71.7,76.594,80.145,1.671,-0.6,-0.621,76.631,87.1,83.3,1.043,1.225,41.738,2017
54,Virginia,106.9,98.7,0.715,2–2,2,4,47.6,52.7,29.7,41.1,15.2,15.2,26.1,27.6,60.9,44.6,52.3,35.6,35.5,9.2,6.5,51.1,46.7,34.4,46.0,61.1,77.405,79.894,1.562,-0.39,-0.114,71.089,73.0,68.7,1.018,1.108,45.38,2017
55,Dayton,104.5,96.9,0.704,0–2,0,2,44.1,51.0,25.2,38.8,9.2,20.7,19.5,29.0,65.1,36.5,50.9,37.8,34.0,7.5,17.6,61.4,52.3,37.8,48.5,64.7,76.592,79.257,2.164,-0.35,-0.907,40.751,66.7,80.0,0.961,1.053,43.938,2017
56,North Dakota,109.7,102.0,0.698,3–1,3,4,55.2,49.0,36.9,43.4,14.1,15.4,20.7,26.8,74.1,48.9,51.1,46.7,29.3,5.7,6.9,54.2,39.6,30.1,30.1,74.6,76.538,79.61,1.823,-0.08,-0.064,0.2,69.6,75.0,1.11,1.064,18.433,2017
57,New Mexico St.,106.6,99.2,0.696,3–1,3,4,53.3,45.5,56.9,30.6,22.3,20.9,30.2,33.3,68.2,53.8,46.2,35.0,28.8,10.4,8.5,56.0,38.1,40.6,25.4,69.4,76.628,79.759,1.778,-0.22,-0.164,1.948,69.6,74.6,1.055,0.967,21.377,2017
58,Maryland,108.8,101.3,0.695,0–2,0,2,50.0,60.8,34.3,45.4,19.1,23.7,24.2,36.5,65.5,53.2,59.3,30.2,42.1,10.2,8.1,58.7,58.8,41.0,39.2,67.3,77.287,80.779,1.171,-0.7,-1.079,72.827,66.7,68.2,0.985,1.13,40.691,2017
59,Florida St.,106.1,98.8,0.694,2–2,2,4,49.2,54.0,41.1,35.7,18.2,15.1,34.1,17.5,72.7,55.6,48.6,21.5,41.2,14.5,4.7,44.0,64.5,27.5,41.3,73.9,79.168,82.425,1.262,-0.66,-0.864,70.581,69.1,73.8,1.028,1.086,36.982,2017
60,Miami FL,108.0,101.4,0.674,1–2,1,3,45.5,58.0,28.8,30.0,18.2,18.2,27.9,29.9,60.5,45.8,62.0,30.0,34.5,7.6,8.3,45.2,63.6,38.5,38.7,60.2,78.107,80.679,1.45,-0.67,-0.7,74.813,68.9,86.7,0.954,1.174,49.627,2017
61,Northern Kentucky,104.7,99.3,0.648,3–1,3,4,51.4,47.5,26.3,28.7,13.6,16.5,25.2,26.7,69.7,51.8,48.1,34.0,31.0,6.9,9.5,43.0,47.6,43.6,34.4,68.8,76.687,78.86,1.277,-0.05,-0.064,10.36,70.3,72.9,1.058,1.015,21.162,2017
62,South Dakota St.,103.5,98.6,0.636,3–1,3,4,47.6,49.2,35.1,29.8,19.4,14.4,31.5,27.1,69.5,50.7,49.0,28.2,33.0,7.0,10.3,38.8,30.2,36.8,35.9,67.4,77.531,80.111,1.779,-0.02,-0.007,6.456,76.5,63.0,1.014,1.032,26.142,2017
63,Kent St.,110.3,105.6,0.623,4–1,4,5,51.0,54.4,36.7,34.9,13.0,14.7,34.1,24.3,69.0,47.6,51.3,38.3,40.0,8.3,4.4,41.7,46.8,34.2,35.2,66.0,76.15,79.833,1.629,-0.09,-0.164,14.694,72.2,72.1,1.134,1.125,20.831,2017
64,New Orleans,108.7,105.1,0.596,2–1,2,3,50.6,53.2,42.9,28.6,19.5,23.6,37.1,30.7,62.5,55.9,50.5,20.6,38.1,5.5,9.4,43.6,52.9,21.1,40.9,62.2,75.938,79.868,2.499,0.0,0.0,0.455,66.7,70.5,1.073,1.001,7.531,2017
65,Winthrop,100.8,98.0,0.58,3–1,3,4,52.1,46.7,37.4,35.8,15.5,16.5,21.2,24.5,71.9,46.6,47.7,39.3,30.1,11.1,12.2,47.6,37.6,45.0,37.8,72.3,74.895,78.889,2.203,-0.2,-0.25,5.374,71.9,68.2,1.052,0.978,14.656,2017
66,UC Davis,91.8,90.9,0.528,4–1,4,5,41.3,44.6,38.2,21.9,20.6,18.0,29.8,25.8,68.3,42.6,44.8,25.0,29.5,11.4,10.3,45.3,46.3,27.1,34.3,69.1,75.769,78.55,2.206,-0.02,-0.007,5.789,74.8,83.6,0.89,0.942,19.821,2017
67,Mount St. Mary's,102.6,102.6,0.5,4–1,4,5,51.8,52.3,33.0,29.1,20.5,22.2,25.7,32.6,68.4,51.1,55.0,35.4,29.6,6.6,8.0,40.3,38.0,36.3,25.2,68.3,74.935,79.611,1.461,-0.03,-0.007,4.25,68.9,57.3,1.009,1.0,17.458,2017
68,Texas Southern,93.0,100.1,0.3,3–1,3,4,45.7,42.8,48.8,31.3,20.4,19.4,25.0,40.6,71.0,48.6,42.5,26.8,29.2,7.5,8.7,52.3,45.2,34.0,24.5,70.4,74.36,79.871,2.001,-0.02,-0.007,5.421,73.5,66.3,0.937,0.993,19.018,2017
1,Duke,124.2,84.4,0.988,7–1,7,8,54.8,42.9,34.2,22.6,13.5,17.2,28.1,32.1,61.9,55.2,43.2,36.0,28.0,10.6,7.7,47.2,46.1,26.9,27.4,63.7,77.534,81.331,1.062,2.8,2.65,95.491,73.8,71.8,1.156,0.939,52.265,2015
2,Kentucky,123.4,86.3,0.984,7–1,7,8,51.0,40.2,48.4,33.1,15.3,17.1,36.2,32.1,62.9,48.8,40.7,39.3,25.8,16.4,6.7,47.4,38.0,21.2,27.0,62.6,79.292,83.308,0.732,-0.1,0.65,95.498,78.3,71.4,1.165,0.918,39.595,2015
3,Villanova,121.6,85.6,0.983,4–1,4,5,57.3,42.8,29.8,28.7,15.0,21.4,29.9,36.0,62.7,52.0,45.0,42.4,25.3,11.1,6.0,60.3,58.5,45.5,30.5,62.6,77.403,79.912,1.885,-1.9,-2.35,67.053,75.6,66.7,1.202,0.909,31.714,2015
4,Notre Dame,128.8,94.2,0.973,6–1,6,7,56.7,47.6,43.6,28.2,16.3,16.5,25.9,36.9,63.0,56.3,50.7,38.5,26.1,10.0,9.2,59.9,42.0,31.2,27.0,63.2,77.249,79.308,1.767,1.0,1.136,78.911,79.6,73.3,1.153,1.062,55.893,2015
5,Wisconsin,136.1,101.6,0.967,8–1,8,9,56.1,52.9,36.5,23.7,11.4,12.3,33.0,23.7,58.7,52.8,47.8,40.7,46.8,4.1,8.7,52.6,42.7,40.4,22.9,58.5,79.203,82.389,2.077,1.8,1.65,67.699,79.4,83.2,1.266,1.119,53.542,2015
6,Arizona,121.6,91.2,0.965,6–1,6,7,52.8,48.3,43.4,35.5,14.9,17.6,35.5,21.6,64.2,51.3,44.5,37.6,38.5,8.3,6.7,50.3,39.9,28.8,29.1,64.3,77.836,81.471,1.481,-0.2,0.629,82.563,82.9,75.6,1.191,0.984,38.584,2015
7,North Carolina,124.2,95.7,0.953,5–2,5,7,54.3,47.1,34.0,41.8,18.7,16.8,37.3,32.1,67.1,50.3,46.1,45.1,32.6,6.7,4.9,58.5,51.9,22.9,35.2,68.9,77.336,80.84,1.309,0.3,0.464,89.438,73.3,81.1,1.129,1.069,50.458,2015
8,Gonzaga,122.5,95.4,0.947,6–1,6,7,56.3,47.1,40.8,25.1,14.8,14.6,31.6,26.9,67.5,55.8,45.0,38.5,35.0,7.8,7.9,55.0,38.3,29.6,28.1,66.7,78.235,82.716,2.111,0.6,0.629,61.37,65.2,72.9,1.165,1.016,35.561,2015
9,Michigan St.,119.7,93.5,0.945,6–2,6,8,50.6,44.0,34.9,42.2,15.4,14.4,28.8,31.9,61.5,48.2,41.7,36.6,32.8,11.3,10.0,61.8,50.3,35.3,30.2,62.4,76.178,79.412,1.848,2.9,3.093,62.703,64.9,75.4,1.057,1.047,59.008,2015
10,Kansas,108.3,85.5,0.938,3–2,3,5,47.9,44.2,45.7,38.3,22.7,18.2,31.9,28.6,67.0,46.3,45.1,34.8,27.8,9.2,9.5,50.5,41.8,25.8,28.8,67.5,77.516,80.336,0.974,-0.6,-1.371,83.717,74.4,69.5,0.992,0.941,42.692,2015
11,Utah,114.2,91.0,0.932,3–2,3,5,53.5,46.9,43.8,29.4,21.1,17.8,35.0,27.3,60.7,46.5,46.9,44.6,31.2,13.6,5.7,52.7,35.2,34.6,36.5,59.8,77.76,81.657,1.554,0.2,0.886,27.543,72.4,81.3,1.098,0.989,44.833,2015
12,Louisville,112.8,90.1,0.93,3–2,3,5,44.9,48.0,36.3,23.8,13.5,17.3,31.6,30.0,61.9,45.1,43.2,29.6,39.1,10.5,7.5,47.9,56.0,25.0,31.4,62.6,76.847,81.129,1.458,1.5,1.464,79.783,70.9,80.3,1.033,1.004,47.918,2015
13,Xavier,116.1,93.2,0.926,4–2,4,6,51.9,48.3,42.2,29.1,18.4,16.0,27.9,27.6,61.2,52.5,49.5,33.7,31.0,7.6,8.6,53.3,58.0,33.1,39.4,61.2,77.273,81.0,1.566,0.9,0.921,55.641,70.4,72.6,1.054,1.027,50.36,2015
14,Butler,100.2,80.7,0.923,1–2,1,3,39.8,45.8,40.7,36.5,13.3,21.0,24.6,28.3,60.1,37.6,45.1,30.0,31.5,12.7,14.5,49.2,41.3,29.9,34.6,60.9,76.992,79.349,1.934,0.1,-0.079,52.49,70.6,68.4,0.927,0.932,52.225,2015
15,Oklahoma,113.2,92.0,0.916,3–2,3,5,46.0,46.6,32.2,23.5,16.6,14.3,37.1,26.8,61.4,44.4,44.0,32.7,33.6,11.3,10.7,45.0,49.1,35.5,40.2,61.8,76.85,80.051,1.824,0.2,0.136,58.549,83.1,63.6,1.069,0.991,37.433,2015
16,Northern Iowa,121.4,99.1,0.912,4–1,4,5,52.5,50.0,42.2,28.4,12.4,17.8,29.1,21.0,56.3,48.3,46.1,39.4,37.4,5.7,7.7,47.2,54.5,39.7,39.2,58.3,76.839,79.397,2.165,-0.7,-0.114,47.901,78.0,65.2,1.162,0.977,23.762,2015
17,Providence,105.3,86.4,0.907,1–2,1,3,42.8,45.1,26.5,46.1,21.5,17.9,40.7,23.8,65.2,35.2,43.5,39.0,31.3,9.4,11.5,54.5,50.0,32.6,44.1,64.9,78.609,82.241,1.423,-0.8,-1.079,63.346,68.8,70.0,0.961,0.951,52.363,2015
18,Arkansas,112.8,92.9,0.903,3–2,3,5,45.3,43.7,41.2,49.6,20.1,18.8,36.1,41.2,65.8,45.5,38.9,29.9,37.2,8.6,7.5,50.0,53.8,27.8,28.3,66.7,77.545,80.425,1.74,-0.1,-0.114,61.527,75.4,71.5,1.024,1.03,44.454,2015
19,Indiana,122.8,101.3,0.901,1–2,1,3,47.0,47.1,28.0,53.2,15.7,14.1,42.0,32.0,63.7,40.7,46.2,37.2,33.3,12.8,13.0,52.1,49.3,41.9,25.0,66.1,76.406,79.073,0.981,-0.4,-0.621,74.203,78.8,78.3,1.13,1.109,36.82,2015
20,UCLA,118.7,98.4,0.896,3–2,3,5,55.2,47.2,26.7,32.5,18.6,14.4,30.2,34.2,66.8,50.0,43.9,47.2,35.6,10.6,8.8,47.2,58.9,25.0,34.4,65.8,78.269,81.709,1.187,1.3,1.393,74.717,72.7,64.3,1.119,1.041,40.979,2015
21,Texas,112.6,94.0,0.889,1–2,1,3,46.9,46.7,24.4,33.3,21.1,11.4,40.0,22.2,58.5,45.0,38.4,33.3,46.3,17.0,9.0,58.5,53.2,37.5,26.8,58.1,77.466,81.621,1.625,-0.7,-0.607,72.06,76.9,68.6,1.026,1.015,37.659,2015
22,Virginia,108.5,90.8,0.886,2–2,2,4,45.1,50.8,44.7,44.3,15.9,20.0,32.8,24.3,61.4,46.3,49.6,28.1,35.3,10.3,10.1,43.5,52.4,27.7,36.8,59.4,78.344,80.638,1.652,-1.8,-1.371,73.465,78.3,65.9,1.051,0.986,38.834,2015
23,VCU,114.0,95.9,0.88,4–1,4,5,49.0,50.7,40.3,34.2,18.3,17.7,36.6,26.0,65.3,40.0,49.5,40.7,35.7,8.5,11.5,53.4,52.0,42.7,30.9,65.2,76.378,78.797,1.389,-0.6,-0.907,40.345,75.0,65.6,1.104,1.009,30.912,2015
24,Wichita St.,112.1,94.3,0.88,3–2,3,5,47.2,48.7,36.1,34.1,13.4,21.2,32.0,32.3,64.3,50.0,42.9,27.1,40.2,10.7,8.5,45.5,45.0,29.8,33.0,63.9,75.619,78.755,1.835,0.5,1.093,11.93,75.7,83.3,1.08,1.033,37.953,2015
25,Maryland,113.1,95.5,0.875,2–2,2,4,53.3,45.4,45.4,34.6,23.6,15.9,32.1,37.3,61.5,46.8,40.7,41.9,35.2,12.9,11.0,48.8,53.4,40.4,38.6,60.8,78.33,81.059,1.54,0.0,-0.536,69.338,74.7,69.6,1.045,1.065,40.227,2015
26,Iowa,111.0,94.3,0.867,1–2,1,3,45.7,50.3,27.4,32.2,14.2,12.7,35.7,25.2,65.8,45.7,47.3,30.4,37.3,14.3,6.4,39.7,58.7,24.7,34.5,64.6,78.765,82.25,2.113,0.0,0.093,58.944,76.5,61.8,1.059,1.044,42.211,2015
27,Iowa St.,110.7,94.5,0.861,3–1,3,4,46.7,44.2,23.2,25.2,11.5,20.3,24.7,36.1,65.4,46.6,42.9,31.3,31.3,11.7,11.2,41.0,50.5,33.2,34.2,64.6,77.31,79.241,1.984,-1.7,-1.864,43.965,71.4,86.4,1.014,0.987,43.481,2015
28,SMU,108.1,92.6,0.856,3–1,3,4,45.1,45.6,48.6,31.2,13.9,18.7,33.8,21.3,63.0,43.0,40.2,35.7,34.0,14.7,11.0,58.4,50.0,19.6,50.2,63.7,77.458,81.48,1.991,-1.0,-1.079,51.046,68.3,79.7,1.048,0.944,26.212,2015
29,Belmont,122.4,105.6,0.845,3–1,3,4,58.7,53.0,16.9,28.3,18.4,15.3,36.7,25.6,63.8,57.6,53.4,39.8,34.9,4.5,13.6,55.7,46.5,50.0,39.3,65.8,76.504,79.497,1.468,-0.1,-0.064,19.383,70.0,80.6,1.195,1.105,28.887,2015
30,Baylor,106.0,91.7,0.841,1–2,1,3,47.0,48.4,42.0,37.2,25.0,19.8,37.2,30.4,63.9,50.5,48.1,27.3,32.7,7.7,9.5,55.6,62.7,36.7,33.3,62.5,76.311,79.972,1.871,-1.4,-1.864,33.696,74.6,65.5,0.98,0.985,41.731,2015
